metric,base_case_id,stage,clean_condition,degraded_condition,clean_value,degraded_value,paired_delta_degraded_minus_clean
stage_success,P05_CFPB_PKT_003910,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_004762,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_005172,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_005617,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_005746,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_007053,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_007427,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_007591,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_007645,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010077,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010205,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_010476,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_010545,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010654,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_011720,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_012020,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_012731,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_012795,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013198,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_013438,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013584,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013800,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013912,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_014012,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_014886,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_015177,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_016329,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_016823,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_018093,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_018178,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_019824,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_020527,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_021433,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_021535,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022235,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_022464,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022610,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022895,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024097,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024360,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024533,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_024618,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025299,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025316,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_025407,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025837,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025875,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025929,escalation,clean,compressed_lossy,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_025988,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026098,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026248,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026665,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026722,escalation,clean,compressed_lossy,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_000190,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_000219,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_000605,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_000987,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_001132,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_001611,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_003713,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_003910,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_004762,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_005172,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_005617,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_005746,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_007053,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_007427,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_007591,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_007645,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010077,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010205,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_010476,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_010545,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010654,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_011720,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_012020,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_012731,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_012795,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013198,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_013438,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013584,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013800,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013912,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_014012,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_014886,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_015177,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_016329,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_016823,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_018093,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_018178,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_019824,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_020527,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_021433,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_021535,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022235,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_022464,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022610,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022895,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024097,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024360,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024533,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_024618,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025299,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025316,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_025407,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025837,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025875,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025929,escalation,clean,partial_dropout,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_025988,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026098,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026248,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026665,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026722,escalation,clean,partial_dropout,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_000190,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_000219,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_000605,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_000987,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_001132,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_001611,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_003713,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_003910,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_004762,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_005172,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_005617,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_005746,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_007053,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_007427,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_007591,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_007645,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010077,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010205,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_010476,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_010545,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_010654,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_011720,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_012020,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_012731,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_012795,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013198,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_013438,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013584,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013800,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_013912,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_014012,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_014886,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_015177,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_016329,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_016823,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_018093,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_018178,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_019824,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_020527,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_021433,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_021535,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022235,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_022464,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022610,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_022895,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024097,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024360,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_024533,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_024618,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025299,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025316,escalation,clean,noisy_conflicting,1.0,0.0,-1.0
stage_success,P05_CFPB_PKT_025407,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025837,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025875,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_025988,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026098,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026248,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026665,escalation,clean,noisy_conflicting,0.0,0.0,0.0
stage_success,P05_CFPB_PKT_026722,escalation,clean,noisy_conflicting,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_000190,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_000219,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_000605,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_000987,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_001132,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_001611,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_003713,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_003910,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_004762,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_005172,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_005617,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_005746,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007053,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007427,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007591,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007645,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_010077,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_010205,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_010476,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_010545,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_010654,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_011720,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_012020,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_012731,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_012795,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_013198,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_013438,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_013584,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_013800,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_013912,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_014012,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_014886,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_015177,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_016329,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_016823,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_018093,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_018178,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_019824,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_020527,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_021433,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_021535,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_022235,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_022464,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_022610,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_022895,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_024097,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_024360,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_024533,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_024618,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025299,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025316,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_025407,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_025837,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025875,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025929,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025988,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_026248,decision,clean,compressed_lossy,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_026665,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_026722,decision,clean,compressed_lossy,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_000190,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_000219,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_000605,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_000987,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_001132,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_001611,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_003713,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_003910,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_004762,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_005172,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_005617,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_005746,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007053,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007427,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007591,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_007645,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_010077,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_010205,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_010476,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_010545,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_010654,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_011720,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_012020,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_012731,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_012795,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_013198,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_013438,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_013584,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_013800,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_013912,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_014012,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_014886,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_015177,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_016329,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_016823,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_018093,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_018178,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_019824,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_020527,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_021433,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_021535,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_022235,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_022464,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_022610,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_022895,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_024097,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_024360,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_024533,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_024618,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025299,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025316,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_025407,decision,clean,partial_dropout,1.0,0.0,-1.0
evidence_state_adequate,P05_CFPB_PKT_025837,decision,clean,partial_dropout,0.0,0.0,0.0
evidence_state_adequate,P05_CFPB_PKT_025875,decision,clean,partial_dropout,0.0,0.0,0.0
